"Participant","ParticipantGender","ParticipantAge","InterviewTime","Noun","Age","Gender","Education","Group","ItemType","GramGender","Item","Sentence"
155,"female",22,675.05,"personne",6,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
158,"female",19,1043.45,"personne",7,4,7,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
159,"female",26,969.38,"personne",1,1,2,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
160,"female",47,638.58,"personne",7,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
163,"N/A",24,802.71,"personne",7,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
164,"male",30,522.55,"personne",4,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
165,"male",20,568.21,"personne",7,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
166,"female",28,560.04,"personne",4,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
167,"female",20,462.24,"personne",6,4,2,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
170,"male",27,529.78,"personne",1,4,1,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
171,"female",22,1200.34,"personne",6,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
172,"female",20,519.07,"personne",7,1,2,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
173,"male",21,526.34,"personne",7,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
174,"female",23,439.01,"personne",4,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
177,"female",18,473.81,"personne",7,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
181,"female",18,619.1,"personne",6,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
182,"male",55,1613.7,"personne",7,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
183,"female",24,1259.74,"personne",6,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
186,"female",23,2102,"personne",7,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
187,"female",29,712.5,"personne",7,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
191,"female",24,487.47,"personne",7,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
193,"male",25,634.36,"personne",4,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
197,"female",24,1036.88,"personne",6,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
199,"female",22,1516.25,"personne",5,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
200,"male",23,874.29,"personne",5,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
201,"female",22,759.54,"personne",7,4,5,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
202,"female",23,1016.53,"personne",6,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
206,"male",19,1317.81,"personne",5,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
209,"female",22,743.66,"personne",7,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
210,"female",20,705.69,"personne",7,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
213,"male",24,561.54,"personne",7,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
214,"female",20,708.44,"personne",4,7,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
215,"female",21,837.06,"personne",4,4,4,"2","experimental","feminine","personne/individu","Cette personne ne se souvient même plus de son nom."
101,"female",34,793.29,"cadavre",7,1,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
109,"male",20,711.35,"cadavre",7,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
111,"female",18,790.93,"cadavre",6,4,5,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
112,"male",19,511.99,"cadavre",6,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
114,"female",18,3516.96,"cadavre",7,4,7,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
122,"female",20,461.62,"cadavre",6,4,5,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
125,"female",18,1084.23,"cadavre",5,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
126,"male",18,809.69,"cadavre",7,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
130,"male",21,973.42,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
131,"female",20,691.38,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
132,"female",19,630.44,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
135,"female",20,1442.58,"cadavre",6,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
136,"female",19,534.27,"cadavre",6,4,6,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
139,"male",23,795.22,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
140,"female",22,514.01,"cadavre",5,4,5,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
141,"male",31,585.42,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
144,"N/A",20,1591.58,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
155,"female",22,675.05,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
158,"female",19,1043.45,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
159,"female",26,969.38,"cadavre",7,2,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
160,"female",47,638.58,"cadavre",7,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
163,"N/A",24,802.71,"cadavre",1,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
164,"male",30,522.55,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
165,"male",20,568.21,"cadavre",7,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
166,"female",28,560.04,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
167,"female",20,462.24,"cadavre",7,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
170,"male",27,529.78,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
171,"female",22,1200.34,"cadavre",5,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
172,"female",20,519.07,"cadavre",6,2,3,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
173,"male",21,526.34,"cadavre",3,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
174,"female",23,439.01,"cadavre",7,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
177,"female",18,473.81,"cadavre",7,4,5,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
181,"female",18,619.1,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
182,"male",55,1613.7,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
183,"female",24,1259.74,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
186,"female",23,2102,"cadavre",7,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
187,"female",29,712.5,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
191,"female",24,487.47,"cadavre",7,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
193,"male",25,634.36,"cadavre",7,4,6,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
197,"female",24,1036.88,"cadavre",6,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
199,"female",22,1516.25,"cadavre",5,4,6,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
200,"male",23,874.29,"cadavre",7,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
201,"female",22,759.54,"cadavre",5,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
202,"female",23,1016.53,"cadavre",5,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
206,"male",19,1317.81,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
209,"female",22,743.66,"cadavre",4,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
210,"female",20,705.69,"cadavre",6,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
213,"male",24,561.54,"cadavre",7,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
214,"female",20,708.44,"cadavre",4,7,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
215,"female",21,837.06,"cadavre",3,4,4,"2","experimental","masculine","dépouille/cadavre","Le cadavre fut transporté dans un cercueil."
101,"female",34,793.29,"bete",6,3,1,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
109,"male",20,711.35,"bete",2,4,3,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
111,"female",18,790.93,"bete",2,2,1,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
112,"male",19,511.99,"bete",3,2,3,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
114,"female",18,3516.96,"bete",7,4,6,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
122,"female",20,461.62,"bete",3,4,3,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
125,"female",18,1084.23,"bete",3,4,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
126,"male",18,809.69,"bete",4,4,4,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
130,"male",21,973.42,"bete",2,3,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
131,"female",20,691.38,"bete",2,4,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
132,"female",19,630.44,"bete",4,4,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
135,"female",20,1442.58,"bete",3,4,3,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
136,"female",19,534.27,"bete",5,4,6,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
139,"male",23,795.22,"bete",4,4,4,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
140,"female",22,514.01,"bete",7,4,7,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
141,"male",31,585.42,"bete",3,4,4,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
144,"N/A",20,1591.58,"bete",3,2,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
155,"female",22,675.05,"bete",4,4,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
158,"female",19,1043.45,"bete",2,4,5,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
159,"female",26,969.38,"bete",6,2,5,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
160,"female",47,638.58,"bete",4,2,3,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
163,"N/A",24,802.71,"bete",3,3,3,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
164,"male",30,522.55,"bete",4,4,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
165,"male",20,568.21,"bete",2,1,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
166,"female",28,560.04,"bete",2,1,4,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
167,"female",20,462.24,"bete",3,2,3,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
170,"male",27,529.78,"bete",3,2,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
171,"female",22,1200.34,"bete",3,3,3,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
172,"female",20,519.07,"bete",6,7,3,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
173,"male",21,526.34,"bete",6,3,3,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
174,"female",23,439.01,"bete",5,2,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
177,"female",18,473.81,"bete",3,1,3,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
181,"female",18,619.1,"bete",2,4,3,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
182,"male",55,1613.7,"bete",5,4,4,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
183,"female",24,1259.74,"bete",1,4,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
186,"female",23,2102,"bete",4,4,3,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
187,"female",29,712.5,"bete",4,4,4,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
191,"female",24,487.47,"bete",4,4,1,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
193,"male",25,634.36,"bete",3,4,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
197,"female",24,1036.88,"bete",4,2,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
199,"female",22,1516.25,"bete",5,5,4,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
200,"male",23,874.29,"bete",4,4,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
201,"female",22,759.54,"bete",3,4,4,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
202,"female",23,1016.53,"bete",3,2,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
206,"male",19,1317.81,"bete",3,3,3,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
209,"female",22,743.66,"bete",4,4,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
210,"female",20,705.69,"bete",5,2,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
213,"male",24,561.54,"bete",3,4,1,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
214,"female",20,708.44,"bete",3,1,5,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
215,"female",21,837.06,"bete",5,3,2,"2","experimental","feminine","bête/phénomène","Avec ses manières, c'est une véritable bête de foire."
101,"female",34,793.29,"personnage",6,2,7,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
109,"male",20,711.35,"personnage",5,4,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
111,"female",18,790.93,"personnage",7,2,7,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
112,"male",19,511.99,"personnage",6,3,7,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
114,"female",18,3516.96,"personnage",6,4,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
122,"female",20,461.62,"personnage",6,2,4,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
125,"female",18,1084.23,"personnage",5,2,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
126,"male",18,809.69,"personnage",5,4,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
130,"male",21,973.42,"personnage",6,2,7,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
131,"female",20,691.38,"personnage",5,3,5,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
132,"female",19,630.44,"personnage",5,3,7,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
135,"female",20,1442.58,"personnage",5,4,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
136,"female",19,534.27,"personnage",5,5,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
139,"male",23,795.22,"personnage",5,3,4,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
140,"female",22,514.01,"personnage",7,4,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
141,"male",31,585.42,"personnage",6,2,5,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
144,"N/A",20,1591.58,"personnage",6,3,4,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
155,"female",22,675.05,"personnage",4,4,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
158,"female",19,1043.45,"personnage",6,4,3,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
159,"female",26,969.38,"personnage",3,2,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
160,"female",47,638.58,"personnage",5,3,7,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
163,"N/A",24,802.71,"personnage",4,4,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
164,"male",30,522.55,"personnage",5,4,7,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
165,"male",20,568.21,"personnage",5,3,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
166,"female",28,560.04,"personnage",6,4,4,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
167,"female",20,462.24,"personnage",6,3,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
170,"male",27,529.78,"personnage",5,1,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
171,"female",22,1200.34,"personnage",6,2,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
172,"female",20,519.07,"personnage",7,1,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
173,"male",21,526.34,"personnage",5,4,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
174,"female",23,439.01,"personnage",6,1,5,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
177,"female",18,473.81,"personnage",6,1,7,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
181,"female",18,619.1,"personnage",5,4,7,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
182,"male",55,1613.7,"personnage",5,4,7,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
183,"female",24,1259.74,"personnage",5,3,5,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
186,"female",23,2102,"personnage",6,3,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
187,"female",29,712.5,"personnage",5,4,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
191,"female",24,487.47,"personnage",5,4,7,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
193,"male",25,634.36,"personnage",6,4,5,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
197,"female",24,1036.88,"personnage",4,2,5,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
199,"female",22,1516.25,"personnage",5,4,5,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
200,"male",23,874.29,"personnage",6,3,5,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
201,"female",22,759.54,"personnage",5,1,7,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
202,"female",23,1016.53,"personnage",5,3,5,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
206,"male",19,1317.81,"personnage",6,3,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
209,"female",22,743.66,"personnage",6,4,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
210,"female",20,705.69,"personnage",6,2,7,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
213,"male",24,561.54,"personnage",5,4,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
214,"female",20,708.44,"personnage",6,1,2,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
215,"female",21,837.06,"personnage",4,3,6,"2","experimental","masculine","personnalité/personnage","Un personnage de premier plan du gouvernement s'est exprimé à la radio."
101,"female",34,793.29,"vedette",5,6,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
109,"male",20,711.35,"vedette",3,4,5,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
111,"female",18,790.93,"vedette",3,4,3,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
112,"male",19,511.99,"vedette",5,4,3,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
114,"female",18,3516.96,"vedette",7,4,6,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
122,"female",20,461.62,"vedette",6,4,6,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
125,"female",18,1084.23,"vedette",5,4,3,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
126,"male",18,809.69,"vedette",4,4,5,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
130,"male",21,973.42,"vedette",4,3,5,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
131,"female",20,691.38,"vedette",3,6,5,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
132,"female",19,630.44,"vedette",4,7,5,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
135,"female",20,1442.58,"vedette",4,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
136,"female",19,534.27,"vedette",6,4,6,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
139,"male",23,795.22,"vedette",3,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
140,"female",22,514.01,"vedette",4,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
141,"male",31,585.42,"vedette",5,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
144,"N/A",20,1591.58,"vedette",4,6,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
155,"female",22,675.05,"vedette",4,4,5,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
158,"female",19,1043.45,"vedette",6,4,5,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
159,"female",26,969.38,"vedette",5,3,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
160,"female",47,638.58,"vedette",5,4,7,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
163,"N/A",24,802.71,"vedette",4,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
164,"male",30,522.55,"vedette",4,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
165,"male",20,568.21,"vedette",3,7,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
166,"female",28,560.04,"vedette",5,6,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
167,"female",20,462.24,"vedette",3,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
170,"male",27,529.78,"vedette",4,5,3,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
171,"female",22,1200.34,"vedette",4,4,3,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
172,"female",20,519.07,"vedette",4,7,3,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
173,"male",21,526.34,"vedette",5,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
174,"female",23,439.01,"vedette",6,3,1,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
177,"female",18,473.81,"vedette",5,6,5,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
